# forge words 1 agid=2016.01.19 sha256=15d2d792d309d2dc838bf75d8abcd3feb36708c219dc5158d4fff70b89e601d1 plurals=1300 agents=633 vocabulary=3178 converter=1
#
# The dictionary forge inflects names against, in the form it is reviewed in.
#
# Sections are [name]; blank lines and lines opening with # are ignored. An
# entry is a word on its own, or a word and what it maps to separated by a tab.
# Entries are sorted within a section, which is what lets the loader index the
# file in one pass and what makes an update to the dictionary read as words
# added and removed rather than as a wall of moved bytes. A word inserted out of
# order is still found; the sort is checked when the file is loaded.
#
# There is no singular section. The singular of a word is the plural table read
# backwards, and the loader derives it — where two singulars share a plural,
# the first in alphabetical order wins, so the answer does not depend on the
# order anything was built in. Writing it down as well would be one fact in two
# places, and the two could disagree.
#
# Everything here is the exceptions. A pair the regular rules already get right
# is not carried, because it would be bytes spent reaching the same answer, and
# a word the dictionary has never heard of falls through to those rules — which
# is where a domain word belongs, since a domain word is usually regular.
#
# This file is written by internal/words/gen, from a release of the
# Automatically Generated Inflection Database. Edit it by hand to add a word the
# release does not carry; the converter's overrides.txt is where a correction
# belongs, so that the next release does not undo it.

[plural]
cholelithiasis	cholelithiases
chon	cha
churchman	churchmen
cicatrix	cicatrices
cicerone	ciceroni
cigarfish	cigarfish
cilium	cilia
cingulum	cingula
cirrhosis	cirrhoses
cirrocumulus	cirrocumuli
cirrostratus	cirrostrati
cirrus	cirri
cisco	ciscoes
cisterna	cisternae
clansman	clansmen
clanswoman	clanswomen
claro	claroes
claustrum	claustra
clavus	clavi
clergyman	clergymen
clergywoman	clergywomen
cloaca	cloacae
clubfoot	clubfeet
coachman	coachmen
coalman	coalmen
coastguardsman	coastguardsmen
coccidioidomycosis	coccidioidomycoses
coccidiosis	coccidioses
coccidium	coccidia
coccus	cocci
coccyx	coccyges
cochlea	cochleae
codex	codices
coelenteron	coelentera
cognoscente	cognoscenti
colloquy	colloquies
colossus	colossi
columbarium	columbaria
committeeman	committeemen
committeewoman	committeewomen
conch	conchs
conchfish	conchfish
congius	congii
congo	congoes
congressman	congressmen
congressperson	congresspeople
congresswoman	congresswomen
conidium	conidia
conman	conmen
consortium	consortia
contadino	contadini
continuum	continua
contretemps	contretemps
controlling	controlling
convictfish	convictfish
cooling	cooling
corditis	cordites
cornetfish	cornetfish
corneum	cornea
coronach	coronachs
corps	corps
corpsman	corpsmen
corpus	corpora
corrigendum	corrigenda
cortex	cortices
costa	costae
councilman	councilmen
councilwoman	councilwomen
counterman	countermen
countryman	countrymen
countrywoman	countrywomen
cowman	cowmen
coxa	coxae
cracksman	cracksmen
craftsman	craftsmen
craftswoman	craftswomen
cragsman	cragsmen
crewman	crewmen
crisis	crises
criterion	criteria
cromlech	cromlechs
crossbowman	crossbowmen
crowfoot	crowfeet
cryptococcosis	cryptococcoses
ctenidium	ctenidia
cumulonimbus	cumulonimbi
cumulus	cumuli
curdling	curdling
curia	curiae
curriculum	curricula
cuticula	cuticulae
cyanosis	cyanoses
cyclops	cyclops
cyclosis	cycloses
cystitis	cystitides
cytogenesis	cytogeneses
cytolysis	cytolyses
dado	dadoes
dago	dagoes
dairyman	dairymen
dairywoman	dairywomen
dalesman	dalesmen
dalo	dali
datum	data
deaf	deaves
debris	debris
deliveryman	deliverymen
desideratum	desiderata
deskman	deskmen
desperado	desperadoes
detritus	detritus
diabetes	diabetes
diaeresis	diaereses
diagnosis	diagnoses
diakinesis	diakineses
dialysis	dialyses
diaphoresis	diaphoreses
diaphysis	diaphyses
diastasis	diastases
diathesis	diatheses
dictum	dicta
dido	didoes
die	dice
dieresis	diereses
differentia	differentiae
dildo	dildoes
dingo	dingoes
diplococcus	diplococci
dipteron	diptera
diptych	diptychs
dis	disses
distich	distichs
diverticulosis	diverticuloses
diverticulum	diverticula
doctorfish	doctorfish
dogtooth	dogteeth
dominatrix	dominatrices
domino	dominoes
doorman	doormen
dormouse	dormice
draftsman	draftsmen
draftswoman	draftswomen
draughtsman	draughtsmen
drawknife	drawknives
driftfish	driftfish
dry	drys
duodenum	duodena
dustman	dustmen
dybbuk	dybbukim
dysgenesis	dysgeneses
earthman	earthmen
ecdysis	ecdyses
ecesis	eceses
echinococcosis	echinococcoses
echinococcus	echinococci
echo	echoes
ecphonesis	ecphoneses
ectozoon	ectozoa
eddo	eddoes
effluvium	effluvia
eggshake	eggshake
eisegesis	eisegeses
elasmobranch	elasmobranchs
elect	elect
electrolysis	electrolyses
electrophoresis	electrophoreses
electrophorus	electrophori
elephantiasis	elephantiases
elf	elves
ellipsis	ellipses
embargo	embargoes
emerita	emeritae
emeritus	emeriti
emphasis	emphases
enarthrosis	enarthroses
encephalitis	encephalitides
endometriosis	endometrioses
endothelium	endothelia
entozoon	entozoa
enuresis	enureses
epanalepsis	epanalepses
epanorthosis	epanorthoses
epigenesis	epigeneses
epiphysis	epiphyses
epistasis	epistases
epistaxis	epistaxes
epizoon	epizoa
epoch	epochs
eringo	eringoes
erratum	errata
eryngo	eryngoes
esophagus	esophagi
eubacterium	eubacteria
eunuch	eunuchs
euphorbium	euphorbia
everyman	everymen
exciseman	excisemen
executrix	executrices
exegesis	exegeses
expelling	expelling
extremum	extrema
eyetooth	eyeteeth
farrago	farragoes
fatso	fatsoes
fecula	feculae
fellowman	fellowmen
ferryman	ferrymen
fez	fezzes
fiasco	fiascoes
fibrinolysis	fibrinolyses
fibrosis	fibroses
fibula	fibulae
fieldmouse	fieldmice
fieldsman	fieldsmen
filaria	filariae
filariasis	filariases
filum	fila
fireman	firemen
fisherman	fishermen
fishwife	fishwives
flagellum	flagella
flagfish	flagfish
flagman	flagmen
flak	flak
flamefish	flamefish
florilegium	florilegia
flyby	flybys
flyleaf	flyleaves
foeman	foemen
foot	feet
footman	footmen
forefoot	forefeet
foreman	foremen
foreperson	forepeople
forewoman	forewomen
freedman	freedmen
freedwoman	freedwomen
freeman	freemen
freewoman	freewomen
fresco	frescoes
freshman	freshmen
frijol	frijoles
friz	frizzes
frogman	frogmen
frontiersman	frontiersmen
frosh	frosh
fungus	fungi
funiculus	funiculi
gagman	gagmen
galactosis	galactoses
gametangium	gametangia
ganglion	ganglia
gasman	gasmen
gastritis	gastritides
gastrocnemius	gastrocnemii
gastroenteritis	gastroenteritides
gemma	gemmae
genesis	geneses
gentleman	gentlemen
gentlewoman	gentlewomen
genus	genera
ghostfish	ghostfish
gingiva	gingivae
gingko	gingkoes
ginkgo	ginkgoes
gladiolus	gladioli
glans	glandes
gleba	glebae
glissando	glissandi
globigerina	globigerinae
glomerulonephritis	glomerulonephritides
glomerulus	glomeruli
gluteus	glutei
glycolysis	glycolyses
gnosis	gnoses
godchild	godchildren
gonococcus	gonococci
goodby	goodbys
goose	geese
graffito	graffiti
grandchild	grandchildren
groomsman	groomsmen
grotto	grottoes
groundsman	groundsmen
guacharo	guacharoes
guardsman	guardsmen
gummosis	gummoses
gunman	gunmen
gusto	gustoes
gynogenesis	gynogeneses
hadj	hadjes
haemodialysis	haemodialyses
haj	hajes
hajj	hajjes
half	halves
halfpenny	halfpence
halitosis	halitoses
halobacterium	halobacteria
handyman	handymen
hangman	hangmen
hardwareman	hardwaremen
harvestfish	harvestfish
harvestman	harvestmen
haustorium	haustoria
headman	headmen
headscarf	headscarves
headsman	headsmen
heathfowl	heathfowl
helix	helices
helmsman	helmsmen
hemodialysis	hemodialyses
hemolysis	hemolyses
henchman	henchmen
hepatitis	hepatitides
herdsman	herdsmen
hero	heroes
heterogenesis	heterogeneses
hidrosis	hidroses
hierarch	hierarchs
highwayman	highwaymen
hilum	hila
hilus	hili
hippocampus	hippocampi
his	hisses
hodman	hodmen
hollo	holloes
homefolk	homefolk
homeless	homeless
homeostasis	homeostases
hordeolum	hordeola
horsefish	horsefish
horseflesh	horseflesh
horseman	horsemen
horsepower	horsepower
horsewoman	horsewomen
hotelman	hotelmen
houseman	housemen
housewife	housewives
hovercraft	hovercraft
humerus	humeri
huntsman	huntsmen
husbandman	husbandmen
hydrocephalus	hydrocephali
hydrolysis	hydrolyses
hypervitaminosis	hypervitaminoses
hypha	hyphae
hypnosis	hypnoses
hypochondriasis	hypochondriases
hypophysis	hypophyses
hypothalamus	hypothalami
hypothesis	hypotheses
iceman	icemen
idling	idling
ileitis	ileitides
ileum	ilea
ilium	ilia
imago	imagoes
immunoelectrophoresis	immunoelectrophoreses
incunabulum	incunabula
indusium	indusia
infantryman	infantrymen
info	info
insigne	insignia
installing	installing
instilling	instilling
ischium	ischia
jackknife	jackknives
jambeau	jambeaux
jawfish	jawfish
jazzman	jazzmen
jejunum	jejuna
jingo	jingoes
jobless	jobless
journeyman	journeymen
juryman	jurymen
jurywoman	jurywomen
katharsis	katharses
keratitis	keratitides
keratosis	keratoses
ketosis	ketoses
kibbutz	kibbutzim
kinesis	kineses
kinesthesis	kinestheses
kinsman	kinsmen
kinswoman	kinswomen
kneeling	kneeling
knife	knives
kohlrabi	kohlrabies
krona	kronur
krone	kroner
kumis	kumisses
kyphosis	kyphoses
labium	labia
lactobacillus	lactobacilli
lacuna	lacunae
lamellibranch	lamellibranchs
lamina	laminae
lancetfish	lancetfish
landman	landmen
landsman	landsmen
larva	larvae
laryngitis	laryngitides
larynx	larynges
latex	latices
laundryman	laundrymen
laundrywoman	laundrywomen
lavabo	lavaboes
lawman	lawmen
layman	laymen
layperson	laypeople
laywoman	laywomen
leaf	leaves
leatherfish	leatherfish
leatherleaf	leatherleaves
legman	legmen
leishmaniasis	leishmaniases
lemniscus	lemnisci
lepidopteron	lepidoptera
lepton	lepta
leptospirosis	leptospiroses
less	less
letterman	lettermen
leveling	leveling
liebfraumilch	liebfraumilchs
lied	lieder
liegeman	liegemen
life	lives
liftman	liftmen
lighterman	lightermen
lineman	linemen
linesman	linesmen
lingo	lingoes
linkman	linkmen
linksman	linksmen
lira	lire
lithiasis	lithiases
liverleaf	liverleaves
liveryman	liverymen
loaf	loaves
lobsterman	lobstermen
loch	lochs
lockman	lockmen
locus	loci
logomach	logomachs
longbowman	longbowmen
longshoreman	longshoremen
lordosis	lordoses
lorica	loricae
louse	lice
lovechild	lovechildren
lumberman	lumbermen
lysis	lyses
macrocytosis	macrocytoses
madame	mesdames
madman	madmen
madwoman	madwomen
mafioso	mafiosi
magus	magi
mailman	mailmen
maltman	maltmen
mamilla	mamillae
mammilla	mammillae
man	men
mango	mangoes
manservant	menservants
markka	markkaa
marksman	marksmen
marri	marries
marsupium	marsupia
marum	mara
mastitis	mastitides
mastoiditis	mastoiditides
matriarch	matriarchs
matrix	matrices
matzo	matzoth
maxilla	maxillae
mayfish	mayfish
meatloaf	meatloaves
meatman	meatmen
mediastinum	mediastina
medium	media
meiosis	meioses
melanosis	melanoses
meningitis	meningitides
meninx	meninges
meniscus	menisci
merchantman	merchantmen
merman	mermen
mesothelium	mesothelia
metacarpus	metacarpi
metadata	metadata
metagenesis	metageneses
metalepsis	metalepses
metamorphosis	metamorphoses
metastasis	metastases
metatarsus	metatarsi
metathesis	metatheses
metempsychosis	metempsychoses
metis	metisses
middleman	middlemen
midlife	midlives
midshipman	midshipmen
midwife	midwives
militiaman	militiamen
milium	milia
milkman	milkmen
mimesis	mimeses
miniseries	miniseries
minuteman	minutemen
minutia	minutiae
miro	miri
mitochondrion	mitochondria
mitosis	mitoses
modulus	moduli
moloch	molochs
momentum	momenta
monarch	monarchs
moneyman	moneymen
mongo	mongoes
moniliasis	moniliases
monogenesis	monogeneses
mononucleosis	mononucleoses
monseigneur	messeigneurs
monsieur	messieurs
moose	moose
morphallaxis	morphallaxes
mosquito	mosquitoes
motorman	motormen
motto	mottoes
mouse	mice
mulatto	mulattoes
muscleman	musclemen
muskox	muskoxen
my	mys
mycelium	mycelia
mycobacterium	mycobacteria
mycosis	mycoses
myelitis	myelitides
myelofibrosis	myelofibroses
myosis	myoses
myxobacterium	myxobacteria
myxomatosis	myxomatoses
narcosis	narcoses
naris	nares
neat	neat
nebula	nebulae
necrobiosis	necrobioses
necrosis	necroses
needlewoman	needlewomen
nemesis	nemeses
neocortex	neocortices
nephritis	nephritides
neuritis	neuritides
neurohypophysis	neurohypophyses
neurosis	neuroses
nevus	nevi
newsman	newsmen
newspaperman	newspapermen
newspaperwoman	newspaperwomen
newsperson	newspeople
newswoman	newswomen
nimbus	nimbi
no	noes
nobleman	noblemen
noblewoman	noblewomen
noumenon	noumena
nucleolus	nucleoli
nucleus	nuclei
nudibranch	nudibranchs
nurseryman	nurserymen
oarsman	oarsmen
oarswoman	oarswomen
oasis	oases
obloquy	obloquies
obolus	oboli
obsequy	obsequies
ocellus	ocelli
oculus	oculi
oesophagus	oesophagi
oilfish	oilfish
oilman	oilmen
oldwife	oldwives
oligarch	oligarchs
omasum	omasa
ombudsman	ombudsmen
omphaloskepsis	omphaloskepses
omphalus	omphali
onchocerciasis	onchocerciases
ontogenesis	ontogeneses
oogenesis	oogeneses
optimum	optima
opus	opera
osmosis	osmoses
osteitis	osteitides
osteoarthritis	osteoarthritides
osteomyelitis	osteomyelitides
osteoporosis	osteoporoses
otitis	otitides
outgo	outgoes
overemphasis	overemphases
ovum	ova
ox	oxen
oxymoron	oxymora
oysterfish	oysterfish
palingenesis	palingeneses
pancreatitis	pancreatitides
pantryman	pantrymen
paperknife	paperknives
papilla	papillae
papyrus	papyri
paracentesis	paracenteses
paraleipsis	paraleipses
paralepsis	paralepses
paralipsis	paralipses
paralysis	paralyses
paramecium	paramecia
paraphrasis	paraphrases
paraphysis	paraphyses
parapodium	parapodia
parcelling	parcelling
parenthesis	parentheses
paresis	pareses
parhelion	parhelia
parthenogenesis	parthenogeneses
passerby	passersby
paterfamilias	patresfamilias
pathogenesis	pathogeneses
patois	patois
patriarch	patriarchs
patrolling	patrolling
patrolman	patrolmen
patrolwoman	patrolwomen
pealing	pealing
pearlfish	pearlfish
peccadillo	peccadilloes
pediculosis	pediculoses
pekinese	pekinese
pekingese	pekingese
pel	peles
penknife	penknives
penman	penmen
penumbra	penumbrae
pericarditis	pericarditides
pericardium	pericardia
perihelion	perihelia
perineum	perinea
periosteum	periostea
periphrasis	periphrases
peristalsis	peristalses
perithecium	perithecia
person	people
persona	personae
phallus	phalli
pharyngitis	pharyngitides
pharynx	pharynges
phlebitis	phlebitides
photosynthesis	photosyntheses
phthisis	phthises
phylogenesis	phylogeneses
phylum	phyla
pibroch	pibrochs
pileus	pilei
pilus	pili
pinetum	pineta
pintado	pintadoes
pinyin	pinyin
pirogi	pirogies
pitchman	pitchmen
pizzaz	pizzazzes
pizzicato	pizzicati
placeman	placemen
plainclothesman	plainclothesmen
plainsman	plainsmen
plasmapheresis	plasmaphereses
platy	platys
plectrum	plectra
pleura	pleurae
plica	plicae
ploughman	ploughmen
plowman	plowmen
pneumococcus	pneumococci
pneumoconiosis	pneumoconioses
pneumonitis	pneumonitides
pocketknife	pocketknives
podetium	podetia
pointsman	pointsmen
police	police
policeman	policemen
policewoman	policewomen
poliomyelitis	poliomyelitides
pollex	pollices
pollinosis	pollinoses
pollyfish	pollyfish
polyneuritis	polyneuritides
porkfish	porkfish
portico	porticoes
postcava	postcavae
postman	postmen
potato	potatoes
potman	potmen
poultryman	poultrymen
precava	precavae
presidium	presidia
pressman	pressmen
privateersman	privateersmen
prognosis	prognoses
prolepsis	prolepses
pronunciamento	pronunciamentoes
prophylaxis	prophylaxes
propman	propmen
propositus	propositi
prosciutto	prosciutti
prosthesis	prostheses
proteolysis	proteolyses
protozoon	protozoa
psalterium	psalteria
pseudopodium	pseudopodia
psittacosis	psittacoses
psoriasis	psoriases
psychoanalysis	psychoanalyses
psychokinesis	psychokineses
psychoneurosis	psychoneuroses
psychosis	psychoses
ptosis	ptoses
pubes	pubes
pubis	pubes
pudendum	pudenda
pulling	pulling
pupa	pupae
pycnosis	pycnoses
pyelonephritis	pyelonephritides
pyknosis	pyknoses
pylorus	pylori
pyrosis	pyroses
pyxis	pyxes
quadrivium	quadrivia
quantum	quanta
quarryman	quarrymen
quarterstaff	quarterstaves
queenfish	queenfish
quiz	quizzes
qwerty	qwertys
rabbitfish	rabbitfish
rabies	rabies
rachitis	rachitides
radioman	radiomen
radius	radii
raftman	raftmen
raftsman	raftsmen
railwayman	railwaymen
raj	rajes
razorfish	razorfish
reanalysis	reanalyses
rebato	rebatoes
rectus	recti
religious	religious
repairman	repairmen
repelling	repelling
residuum	residua
retinitis	retinitides
rhinitis	rhinitides
rhonchus	rhonchi
rifleman	riflemen
roadman	roadmen
rondeau	rondeaux
roundsman	roundsmen
sacculus	sacculi
sacrum	sacra
salesman	salesmen
salesperson	salespeople
saleswoman	saleswomen
salmonella	salmonellae
salmonellosis	salmonelloses
sandman	sandmen
sarcoidosis	sarcoidoses
sarcophagus	sarcophagi
sartorius	sartorii
satyriasis	satyriases
sawtooth	sawteeth
scalenus	scaleni
scampo	scampi
scapula	scapulae
scarf	scarves
schistosomiasis	schistosomiases
schmo	schmoes
schoolchild	schoolchildren
schoolman	schoolmen
sclerosis	scleroses
sclerotium	sclerotia
scolion	scolia
scoliosis	scolioses
scoria	scoriae
scrotum	scrota
scyphus	scyphi
seaman	seamen
seedman	seedmen
seedsman	seedsmen
selectman	selectmen
selectwoman	selectwomen
self	selves
selling	selling
sepsis	sepses
septum	septa
sequela	sequelae
sericterium	sericteria
series	series
serviceman	servicemen
servicewoman	servicewomen
seta	setae
sgraffito	sgraffiti
shako	shakoes
sheaf	sheaves
sheep	sheep
sheepman	sheepmen
shelf	shelves
shigellosis	shigelloses
shinleaf	shinleaves
showbiz	showbizzes
showman	showmen
shrewmouse	shrewmice
shrimpfish	shrimpfish
sideman	sidemen
siderosis	sideroses
sidesman	sidesmen
signalman	signalmen
signore	signori
silicosis	silicoses
siriasis	siriases
siris	sires
skilletfish	skilletfish
smartypants	smartypants
snailfish	snailfish
snowman	snowmen
soapfish	soapfish
solarium	solaria
soldierfish	soldierfish
solidus	solidi
soliloquy	soliloquies
sordino	sordini
sorus	sori
soundman	soundmen
spaceman	spacemen
spacewoman	spacewomen
spadix	spadices
spectrum	spectra
spermatogenesis	spermatogeneses
spermatozoon	spermatozoa
spiculum	spicula
spirillum	spirilla
splayfoot	splayfeet
spokesman	spokesmen
spokesperson	spokespeople
spokeswoman	spokeswomen
sporangium	sporangia
sporotrichosis	sporotrichoses
sportsman	sportsmen
sportswoman	sportswomen
sputum	sputa
squama	squamae
stableman	stablemen
standby	standbys
staphylococcus	staphylococci
stasis	stases
statesman	statesmen
stateswoman	stateswomen
steelman	steelmen
steersman	steersmen
stelis	steles
stenosis	stenoses
stepchild	stepchildren
stimulus	stimuli
stockman	stockmen
stomach	stomachs
strangling	strangling
stratum	strata
stratus	strati
streptobacillus	streptobacilli
streptococcus	streptococci
stria	striae
strobilus	strobili
stroma	stromata
strongman	strongmen
stucco	stuccoes
subgenus	subgenera
submaxilla	submaxillae
subphylum	subphyla
subspecies	subspecies
substratum	substrata
succus	succusses
sugarloaf	sugarloaves
sulcus	sulci
sumach	sumachs
supercargo	supercargoes
superhero	superheroes
superman	supermen
superwoman	superwomen
swine	swine
switchman	switchmen
swiz	swizzes
swordsman	swordsmen
syllepsis	syllepses
symbiosis	symbioses
symphysis	symphyses
synaeresis	synaereses
synapsis	synapses
synch	synchs
synechia	synechiae
syneresis	synereses
synizesis	synizeses
synopsis	synopses
synovium	synovia
synthesis	syntheses
tabis	tabes
tableau	tableaux
tallyman	tallymen
talus	tali
tarsus	tarsi
taximan	taximen
taxis	taxes
taxman	taxmen
tech	techs
telekinesis	telekineses
terminus	termini
testatrix	testatrices
testis	testes
tetrasporangium	tetrasporangia
thalamus	thalami
theca	thecae
thesis	theses
thief	thieves
threadfish	threadfish
thrombophlebitis	thrombophlebitides
thrombosis	thromboses
thrombus	thrombi
thyrotoxicosis	thyrotoxicoses
tibia	tibiae
timberman	timbermen
timpani	timpani
tingling	tingling
titmouse	titmice
tollman	tollmen
tomatillo	tomatilloes
tomato	tomatoes
tomentum	tomenta
tonguefish	tonguefish
tooth	teeth
tornado	tornadoes
torpedo	torpedoes
torus	tori
townsfolk	townsfolk
townsman	townsmen
townswoman	townswomen
trachea	tracheae
trad	trades
tradesman	tradesmen
tradeswoman	tradeswomen
trainman	trainmen
trencherman	trenchermen
tribesman	tribesmen
tribeswoman	tribeswomen
trichina	trichinae
trichinosis	trichinoses
trichomoniasis	trichomoniases
triptych	triptychs
trivia	trivia
trivium	trivia
trombiculiasis	trombiculiases
trousseau	trousseaux
trumpetfish	trumpetfish
tuba	tubae
tubeless	tubeless
tuberculosis	tuberculoses
tunica	tunicae
tympani	tympani
ulna	ulnae
umbilicus	umbilici
underclassman	underclassmen
unguis	ungues
unperson	unpeople
upperclassman	upperclassmen
urethra	urethrae
urinalysis	urinalyses
uterus	uteri
utriculus	utriculi
vagina	vaginae
vaginitis	vaginitides
vagus	vagi
vasculitis	vasculitides
veg	veges
velum	vela
vena	venae
venireman	veniremen
ventriculus	ventriculi
ventriloquy	ventriloquies
vermin	vermin
verruca	verrucae
vertebra	vertebrae
vertigo	vertigoes
vesica	vesicae
vestryman	vestrymen
veto	vetoes
vibrissa	vibrissae
villus	villi
virago	viragoes
viscus	viscera
vita	vitae
volcano	volcanoes
vulva	vulvae
waitperson	waitpeople
warehouseman	warehousemen
washerman	washermen
washerwoman	washerwomen
washwoman	washwomen
watchman	watchmen
watercannon	watercannon
watercraft	watercraft
waterman	watermen
weatherman	weathermen
webfoot	webfeet
werewolf	werewolves
werwolf	werwolves
